"ID","Career","CrseCollege","UnitTakenPrgrssSixth"
"002082319","PBAC","Extended Education","0.23"
"002085920","UGRD","Extended Education","1.66"
"002092277","PBAC","Education","1.00"
"002092602","UGRD","Business and Economics","0.66"
"002092602","UGRD","Science & Technology","0.83"
"002092602","UGRD","University-wide","0.50"
"002094695","PBAC","Education","5.16"
"002094864","PBAC","Education","0.16"
"002102092","PBAC","Education","3.83"
"002102560","PBAC","Education","1.33"
"002111140","PBAC","Social Sciences","1.33"
"002119512","PBAC","Social Sciences","2.00"
"002123516","PBAC","Education","0.50"
"002127078","PBAC","Education","2.66"
"002128209","PBAC","Education","5.50"
"002128209","PBAC","University-wide","0.50"
"002131836","PBAC","Science & Technology","9.50"
"002132369","PBAC","Science & Technology","4.50"
"002141703","PBAC","Education","4.33"
"002142080","PBAC","Extended Education","3.00"
"002143952","PBAC","Science & Technology","1.33"
"002144381","UGRD","Education","0.50"
"002147956","PBAC","Education","1.00"
"002150023","PBAC","Science & Technology","1.00"
"002154560","PBAC","Science & Technology","0.33"
"002160319","PBAC","Arts and Humanities","0.33"
"002162009","UGRD","Arts and Humanities","1.83"
"002162009","UGRD","Science & Technology","0.50"
"002162009","UGRD","Social Sciences","4.16"
"002162919","PBAC","Education","0.50"
"002164674","PBAC","Science & Technology","1.33"
"002165636","UGRD","Social Sciences","11.50"
"002165701","PBAC","Education","6.66"
"002166403","PBAC","Social Sciences","7.33"
"002166403","UGRD","Social Sciences","2.50"
"002170108","UGRD","Social Sciences","4.33"
"002172214","PBAC","Arts and Humanities","5.50"
"002173748","UGRD","Arts and Humanities","2.16"
"002173748","UGRD","University-wide","4.66"
"002176296","UGRD","Science & Technology","1.33"
"002176296","UGRD","Social Sciences","5.33"
"002177167","UGRD","Extended Education","6.66"
"002181418","UGRD","Arts and Humanities","0.66"
"002181418","UGRD","Business and Economics","0.66"
"002181418","UGRD","Science & Technology","1.50"
"002181418","UGRD","Social Sciences","1.50"
"002182302","UGRD","Business and Economics","6.00"
"002182302","UGRD","Social Sciences","1.16"
"002183264","PBAC","Education","2.00"
"002183576","UGRD","Arts and Humanities","0.50"
"002183576","UGRD","Social Sciences","3.83"
"002185968","UGRD","Arts and Humanities","0.66"
"002185968","UGRD","Social Sciences","10.00"
"002186176","PBAC","Arts and Humanities","0.33"
"002188412","UGRD","Arts and Humanities","0.66"
"002188412","UGRD","Business and Economics","1.33"
"002188412","UGRD","Social Sciences","4.00"
"002188945","UGRD","Arts and Humanities","4.16"
"002188945","UGRD","Education","0.50"
"002188945","UGRD","Social Sciences","2.66"
"002189192","UGRD","Business and Economics","0.66"
"002192949","UGRD","Arts and Humanities","0.66"
"002192949","UGRD","Science & Technology","5.83"
"002192949","UGRD","Social Sciences","0.50"
"002193612","PBAC","Social Sciences","10.00"
"002194028","PBAC","Education","0.66"
"002194964","PBAC","Science & Technology","1.33"
"002195211","UGRD","Arts and Humanities","1.50"
"002195289","PBAC","Education","0.50"
"002197096","UGRD","Education","0.50"
"002197096","UGRD","Social Sciences","1.33"
"002203349","UGRD","Science & Technology","4.50"
"002203700","UGRD","Education","1.00"
"002203700","UGRD","Science & Technology","0.50"
"002203700","UGRD","Social Sciences","1.16"
"002203739","UGRD","Science & Technology","0.66"
"002203739","UGRD","Social Sciences","1.33"
"002204194","UGRD","Business and Economics","7.33"
"002204194","UGRD","Science & Technology","1.00"
"002204194","UGRD","Social Sciences","0.50"
"002213203","UGRD","Science & Technology","2.00"
"002215205","PBAC","Science & Technology","3.33"
"002217389","UGRD","Education","0.50"
"002217389","UGRD","Social Sciences","6.66"
"002218962","UGRD","Social Sciences","1.66"
"002221952","UGRD","Social Sciences","4.33"
"002224487","PBAC","Education","0.16"
"002224656","PBAC","Education","0.83"
"002226086","UGRD","Arts and Humanities","1.33"
"002226086","UGRD","Science & Technology","0.66"
"002226086","UGRD","Social Sciences","0.66"
"002226437","PBAC","Science & Technology","1.33"
"002240685","PBAC","Social Sciences","0.16"
"002240958","PBAC","Science & Technology","1.66"
"002242154","PBAC","Science & Technology","0.33"
"002242284","UGRD","Extended Education","3.33"
"002242544","UGRD","Arts and Humanities","0.66"
"002242544","UGRD","Business and Economics","1.33"
"002245027","PBAC","Education","4.50"
"002246457","PBAC","Extended Education","3.83"
"002246457","PBAC","Social Sciences","1.00"
"002248641","UGRD","Social Sciences","3.00"
"002248849","PBAC","Extended Education","0.33"
"002248940","UGRD","Social Sciences","0.16"
"002250539","PBAC","Social Sciences","3.66"
"002257845","PBAC","Science & Technology","7.00"
"002269636","PBAC","Science & Technology","3.16"
"002269688","UGRD","Arts and Humanities","2.00"
"002269688","UGRD","Social Sciences","0.66"
"002269961","UGRD","Business and Economics","0.66"
"002269961","UGRD","Social Sciences","0.66"
"002286198","PBAC","Science & Technology","5.83"
"002289331","PBAC","Arts and Humanities","3.66"
"002307882","PBAC","Education","4.33"
"002310859","PBAC","Business and Economics","3.33"
"002315864","PBAC","Education","3.83"
"002328890","PBAC","Education","1.66"
"002332387","PBAC","Extended Education","0.10"
"002334506","PBAC","Education","4.83"
"002337535","PBAC","Science & Technology","0.16"
"002338523","PBAC","Business and Economics","3.00"
"002339407","PBAC","Science & Technology","2.66"
"002339433","PBAC","Business and Economics","4.16"
"002341812","PBAC","Education","4.50"
"002346999","PBAC","Education","5.00"
"002347389","PBAC","Education","6.66"
"002352472","UGRD","Education","0.50"
"002365524","PBAC","Education","3.16"
"002365537","PBAC","Education","2.00"
"002370165","UGRD","Science & Technology","1.50"
"002375131","UGRD","Science & Technology","2.00"
"002377952","UGRD","Education","1.16"
"002377952","UGRD","Science & Technology","0.83"
"002377952","UGRD","Social Sciences","6.16"
"002386571","PBAC","Extended Education","0.10"
"002389262","PBAC","Education","4.50"
"002391251","PBAC","Extended Education","3.33"
"002400429","PBAC","Extended Education","1.33"
"002400533","PBAC","Social Sciences","0.33"
"002400923","UGRD","Education","2.83"
"002400923","UGRD","Social Sciences","0.16"
"002406656","UGRD","Science & Technology","2.16"
"002407904","UGRD","Arts and Humanities","3.33"
"002407904","UGRD","Science & Technology","4.50"
"002407904","UGRD","Social Sciences","1.83"
"002408164","UGRD","Business and Economics","1.33"
"002408164","UGRD","Science & Technology","0.16"
"002408164","UGRD","Social Sciences","0.50"
"002409646","PBAC","Education","5.50"
"002410049","UGRD","Science & Technology","1.33"
"002410049","UGRD","Social Sciences","0.50"
"002411752","PBAC","Education","7.00"
"002413910","PBAC","Extended Education","6.66"
"002416510","UGRD","Business and Economics","8.66"
"002416510","UGRD","Social Sciences","1.16"
"002417277","PBAC","Education","2.00"
"002418291","UGRD","Extended Education","5.00"
"002419357","PBAC","Education","1.00"
"002419357","PBAC","Extended Education","0.50"
"002421632","PBAC","Education","1.16"
"002422399","UGRD","Social Sciences","6.16"
"002427404","UGRD","Arts and Humanities","1.16"
"002429042","UGRD","Science & Technology","1.33"
"002431473","PBAC","Science & Technology","0.50"
"002435126","UGRD","Education","0.66"
"002435438","PBAC","Education","0.50"
"002435971","UGRD","Education","4.33"
"002435971","UGRD","Science & Technology","1.16"
"002435971","UGRD","Social Sciences","7.16"
"002436270","UGRD","Arts and Humanities","1.16"
"002440898","UGRD","Education","0.50"
"002440898","UGRD","Social Sciences","0.66"
"002441288","PBAC","Education","5.33"
"002441665","PBAC","Extended Education","1.33"
"002441665","PBAC","Social Sciences","1.83"
"002442328","UGRD","Arts and Humanities","0.66"
"002442328","UGRD","Business and Economics","4.66"
"002442328","UGRD","Social Sciences","0.66"
"002442718","PBAC","Science & Technology","0.66"
"002448737","UGRD","Arts and Humanities","2.00"
"002448737","UGRD","Social Sciences","5.16"
"002449348","UGRD","Arts and Humanities","0.66"
"002449348","UGRD","Science & Technology","8.50"
"002449348","UGRD","Social Sciences","1.00"
"002455003","PBAC","Education","2.00"
"002455107","PBAC","Education","1.00"
"002455107","PBAC","Extended Education","0.50"
"002456186","UGRD","Science & Technology","11.00"
"002456186","UGRD","Social Sciences","0.66"
"002457044","UGRD","Business and Economics","0.66"
"002457044","UGRD","Education","5.50"
"002457044","UGRD","Science & Technology","0.50"
"002457044","UGRD","Social Sciences","1.00"
"002457070","UGRD","Arts and Humanities","1.83"
"002457070","UGRD","Business and Economics","4.66"
"002457070","UGRD","Science & Technology","5.00"
"002457070","UGRD","Social Sciences","2.00"
"002457681","UGRD","Arts and Humanities","6.83"
"002457681","UGRD","Science & Technology","0.50"
"002457681","UGRD","Social Sciences","1.00"
"002457863","UGRD","Social Sciences","2.66"
"002457876","PBAC","Science & Technology","2.50"
"002457889","PBAC","Social Sciences","7.33"
"002458253","UGRD","Arts and Humanities","2.66"
"002458253","UGRD","Science & Technology","0.66"
"002458253","UGRD","Social Sciences","10.00"
"002458305","UGRD","Arts and Humanities","1.33"
"002458305","UGRD","Business and Economics","6.33"
"002458305","UGRD","Science & Technology","3.50"
"002458305","UGRD","Social Sciences","1.66"
"002459228","UGRD","Arts and Humanities","0.16"
"002459228","UGRD","Business and Economics","5.33"
"002459228","UGRD","Science & Technology","0.66"
"002459228","UGRD","Social Sciences","1.00"
"002462426","UGRD","Science & Technology","4.16"
"002465169","UGRD","Social Sciences","8.16"
"002465975","UGRD","Arts and Humanities","0.66"
"002465975","UGRD","Business and Economics","7.33"
"002465975","UGRD","Science & Technology","0.50"
"002465975","UGRD","Social Sciences","0.50"
"002468328","PBAC","Business and Economics","0.83"
"002469134","UGRD","Arts and Humanities","1.00"
"002469134","UGRD","Business and Economics","4.66"
"002469134","UGRD","Science & Technology","3.00"
"002469134","UGRD","Social Sciences","0.50"
"002470005","UGRD","Arts and Humanities","0.66"
"002470005","UGRD","Science & Technology","1.16"
"002471175","UGRD","Arts and Humanities","2.00"
"002471175","UGRD","Science & Technology","0.50"
"002472904","UGRD","Arts and Humanities","6.50"
"002472904","UGRD","Education","1.50"
"002472904","UGRD","Science & Technology","0.50"
"002472904","UGRD","Social Sciences","0.66"
"002472904","UGRD","University-wide","4.50"
"002475868","PBAC","Social Sciences","7.83"
"002477129","UGRD","Business and Economics","2.00"
"002478247","PBAC","Business and Economics","1.33"
"002478390","UGRD","Extended Education","1.66"
"002478481","PBAC","Social Sciences","2.66"
"002488140","PBAC","Education","1.16"
"002488140","PBAC","University-wide","0.50"
"002488608","PBAC","Education","1.00"
"002489245","PBAC","Extended Education","2.16"
"002492573","UGRD","Arts and Humanities","0.66"
"002492573","UGRD","Education","0.50"
"002492573","UGRD","Social Sciences","1.00"
"002492755","PBAC","Education","1.00"
"002492755","PBAC","Extended Education","0.21"
"002492898","PBAC","Education","0.16"
"002493366","PBAC","Education","0.50"
"002495537","PBAC","Education","2.66"
"002496187","UGRD","Arts and Humanities","1.33"
"002497396","PBAC","Social Sciences","1.33"
"002498280","PBAC","Education","5.00"
"002499229","UGRD","Social Sciences","2.50"
"002499320","UGRD","Arts and Humanities","1.33"
"002499320","UGRD","Business and Economics","6.00"
"002499320","UGRD","Social Sciences","0.66"
"002502349","PBAC","Education","1.16"
"002505131","PBAC","Science & Technology","5.83"
"002506418","PBAC","Education","0.16"
"002507289","UGRD","Science & Technology","0.66"
"002509317","PBAC","Education","5.83"
"002511111","PBAC","Business and Economics","3.33"
"002513243","PBAC","Business and Economics","3.33"
"002519847","PBAC","University-wide","0.33"
"002526919","UGRD","Arts and Humanities","2.16"
"002527608","UGRD","Arts and Humanities","0.66"
"002527608","UGRD","Education","4.33"
"002528843","PBAC","Social Sciences","10.00"
"002532639","PBAC","Social Sciences","4.83"
"002532847","UGRD","Business and Economics","0.66"
"002532847","UGRD","Science & Technology","0.66"
"002532847","UGRD","Social Sciences","0.66"
"002533328","UGRD","Business and Economics","4.00"
"002533328","UGRD","Social Sciences","1.50"
"002535096","PBAC","Social Sciences","0.50"
"002541271","PBAC","Social Sciences","2.66"
"002541570","PBAC","Education","5.83"
"002542545","PBAC","Education","1.33"
"002543884","PBAC","Education","5.16"
"002546250","UGRD","Arts and Humanities","0.66"
"002546250","UGRD","Social Sciences","5.00"
"002546835","PBAC","Extended Education","1.00"
"002548733","PBAC","Extended Education","1.00"
"002554609","PBAC","Education","3.00"
"002557274","PBAC","Business and Economics","3.00"
"002563293","PBAC","Education","1.00"
"002564268","PBAC","Education","3.16"
"002565802","PBAC","Science & Technology","0.33"
"002570781","UGRD","Science & Technology","2.00"
"002571340","UGRD","Arts and Humanities","0.83"
"002571340","UGRD","Business and Economics","7.33"
"002571340","UGRD","Social Sciences","0.66"
"002581545","PBAC","Social Sciences","8.33"
"002587070","UGRD","Arts and Humanities","0.66"
"002587070","UGRD","Business and Economics","7.33"
"002587070","UGRD","Social Sciences","0.83"
"002590047","PBAC","Education","3.33"
"002590125","PBAC","Business and Economics","2.00"
"002590125","UGRD","Social Sciences","5.50"
"002591347","PBAC","Education","0.50"
"002591347","PBAC","Science & Technology","1.00"
"002591867","PBAC","Science & Technology","0.50"
"002592660","PBAC","Education","1.00"
"002594779","PBAC","Business and Economics","4.66"
"002596131","UGRD","Science & Technology","1.66"
"002596131","UGRD","Social Sciences","0.66"
"002599797","PBAC","Extended Education","3.33"
"002599797","PBAC","Science & Technology","0.66"
"002604269","UGRD","Arts and Humanities","4.66"
"002604269","UGRD","Education","0.50"
"002604269","UGRD","Science & Technology","0.50"
"002604269","UGRD","Social Sciences","2.50"
"002604321","UGRD","Arts and Humanities","0.66"
"002604321","UGRD","Business and Economics","7.16"
"002604321","UGRD","Social Sciences","0.66"
"002604360","PBAC","Social Sciences","4.00"
"002604360","UGRD","Social Sciences","1.00"
"002604386","PBAC","Education","3.16"
"002607909","UGRD","Science & Technology","2.00"
"002614682","PBAC","Science & Technology","2.66"
"002619778","UGRD","Science & Technology","1.16"
"002619778","UGRD","Social Sciences","0.50"
"002622053","PBAC","Social Sciences","7.66"
"002623093","PBAC","Science & Technology","1.16"
"002623262","PBAC","Education","0.50"
"002629567","PBAC","Education","7.16"
"002629710","PBAC","Science & Technology","0.16"
"002629710","PBAC","Social Sciences","2.83"
"002641683","PBAC","Extended Education","3.00"
"002644062","PBAC","Science & Technology","6.33"
"002646636","UGRD","Business and Economics","0.66"
"002652070","UGRD","Arts and Humanities","0.66"
"002652070","UGRD","Business and Economics","1.33"
"002652070","UGRD","Science & Technology","0.50"
"002653084","UGRD","Social Sciences","1.16"
"002654813","UGRD","Arts and Humanities","0.66"
"002654813","UGRD","Science & Technology","3.83"
"002661053","UGRD","Arts and Humanities","6.66"
"002661053","UGRD","Education","2.00"
"002661053","UGRD","Science & Technology","1.66"
"002662756","UGRD","Science & Technology","1.33"
